id,nombre,descripcion,ultima_actualizacion,api_url
i82p-xkdb,REGISTRO DE ACTIVOS DE INFORMACIÓN - ANT,"Basados en el inventario y clasificación de los activos que posee la Agencia Nacional de Tierras de acuerdo con la Política de Seguridad y Privacidad de la información de la Entidad, se definen los activos que posee la entidad, su utilización, sus responsables y los niveles de clasificación.",2026-03-18T20:40:24.000Z,https://www.datos.gov.co/resource/i82p-xkdb.json
h5x3-ax84,"Contratación Unidad Administrativa Especial de Impuestos, Rentas y Gestión Tributaria Gobernación del Valle del Cauca año 2020","Este conjunto de datos contiene información sobre la Contratación Unidad Administrativa Especial de Impuestos, Rentas y Gestión Tributaria Gobernación del Valle del Cauca Año 2020",2025-12-19T23:09:21.000Z,https://www.datos.gov.co/resource/h5x3-ax84.json
2x4b-454a,Superservicios-B4_Ventas_del_comercializador_mayorista,Ventas del comercializador mayorista,2025-12-19T23:04:08.000Z,https://www.datos.gov.co/resource/2x4b-454a.json
wdni-2g7g,Esquema Publicación de Información SGC,Esquema de Publicación de Información del SGC,2025-12-19T23:10:47.000Z,https://www.datos.gov.co/resource/wdni-2g7g.json
xw3w-hafb,Tipos de explotación y razas predominantes de ganado bovino,Explotación y razas predominantes de ganado bovino por municipio desde el año 2017 en adelante.,2025-12-19T23:14:33.000Z,https://www.datos.gov.co/resource/xw3w-hafb.json
nzw7-qjkr,Zonas de vida de Holdridge 1981 2010,"<span style='font-family: &quot;Avenir Next W01&quot;, &quot;Avenir Next W00&quot;, &quot;Avenir Next&quot;, Avenir, &quot;Helvetica Neue&quot;, sans-serif; font-size: 16px;'>ANÁLISIS DE LA VULNERABILIDAD TERRITORIAL ANTE EL CAMBIO CLIMÁTICO - Zonas de vida de Holdridge 1981-2010 Propuesta metodológica para los entes territoriales de la jurisdicción CAR</span><br /><span style='font-family: &quot;Avenir Next W01&quot;, &quot;Avenir Next W00&quot;, &quot;Avenir Next&quot;, Avenir, &quot;Helvetica Neue&quot;, sans-serif; font-size: 16px;'>Mayor información en </span><a href='https://www.car.gov.co/vercontenido/3688' rel='nofollow ugc' style='color: rgb(0, 121, 193); text-decoration-line: none; font-family: &quot;Avenir Next W01&quot;, &quot;Avenir Next W00&quot;, &quot;Avenir Next&quot;, Avenir, &quot;Helvetica Neue&quot;, sans-serif; font-size: 16px;' target='_blank'>https://www.car.gov.co/vercontenido/3688</a><br /><span style='font-family: &quot;Avenir Next W01&quot;, &quot;Avenir Next W00&quot;, &quot;Avenir Next&quot;, Avenir, &quot;Helvetica Neue&quot;, sans-serif; font-size: 16px;'>|categoria:Ambiente y Desarrollo Sostenible|cobertura:Departamental</span>",2025-07-24T19:01:48.000Z,https://www.datos.gov.co/resource/nzw7-qjkr.json
2f4v-3fb7,CENTROS DIGITALES PROYECTO MINTIC,"642 SEDES EDUCATIVAS OFICIALES DE LOS 82 MUNICIPIOS NO CERTIFICADOS DEL DEPARTAMENTO BENEFICADAS CON EL PROGRAMA DE INTERENT DE MINTIC ""CENTROS DIGITALES""",2025-12-19T22:59:27.000Z,https://www.datos.gov.co/resource/2f4v-3fb7.json
sefb-a755,accidentes calle 30 2015 - 2019,Contiene información histórica sobre los accidentes ocurridos en la ciudad de Barranquilla a partir del año 2016,2026-02-10T21:47:31.000Z,https://www.datos.gov.co/resource/sefb-a755.json
8rme-4s7n,Guadalajara de Buga : Homicidios por Accidente de Tránsito,"Una base de datos de homicidios por accidentes de tránsito es un conjunto estructurado de información que recopila datos relevantes sobre incidentes viales que resultaron en la pérdida de vidas humanas. Esta base de datos suele contener detalles como la ubicación, fecha y hora del accidente, las condiciones climáticas, la velocidad estimada, la causa probable del accidente, los vehículos involucrados y la cantidad de víctimas mortales.

Registrar estos datos es fundamental para comprender patrones, tendencias y factores de riesgo relacionados con los accidentes viales que resultan en homicidios. Además, esta información puede ser utilizada por autoridades, investigadores y profesionales de seguridad vial para implementar medidas preventivas, mejorar las regulaciones de tráfico y promover la seguridad en las carreteras.",2025-12-19T23:14:35.000Z,https://www.datos.gov.co/resource/8rme-4s7n.json
rr5i-risr,TVEC 2018,"Procesos de compra pública hechos a través de procesos de agregacion de la demanda en acuerdos marco, en la plataforma de Tienda Virtual del Estado Colombiano",2026-04-07T13:05:42.000Z,https://www.datos.gov.co/resource/rr5i-risr.json
rn44-25gn,"Contratos SECOP II - Municipio de Rionegro, Antioquia",,2026-04-06T18:35:42.000Z,https://www.datos.gov.co/resource/rn44-25gn.json
hh4q-emif,Matriculados,Matriculados pertenecientes a la Institución Universitaria Colegio Mayor de Antioquia,2025-12-19T22:57:15.000Z,https://www.datos.gov.co/resource/hh4q-emif.json
96zn-kpak,Reporte Hurto de motocicletas y automotores en el Departamento de Antioquia - Policía Nacional,"Filtro creado a partir de datos publicados por la Policía Nacional, que contiene información sobre delitos de hurto de motocicletas y automotores reportados en el Departamento de Antioquia.

Fuente: DIJIN - Policía Nacional. Cifras sujetas a variación, en proceso de integración y consolidación con información de Fiscalía General de la Nación.

En caso de inconsistencias en la información publicada, por favor escribir al correo electrónico Dijin.aicri-jef@policia.gov.co",2025-12-19T23:10:26.000Z,https://www.datos.gov.co/resource/96zn-kpak.json
75ek-hmgy,Servicios Oncológicos Declarados Por Prestadores Habilitados En El Valle Del Cauca,Información de los prestadores de servicios de salud que tienen habilitados servicios de oncológicos en el departamento del Valle del Cauca,2025-12-19T23:14:35.000Z,https://www.datos.gov.co/resource/75ek-hmgy.json
6rff-a5ep,Inventario Nacional Gases Efecto Invernadero,"Inventario Nacional de emisiones y absorciones antropogénicas de gases efecto invernadero en Colombia, abarcando la línea de tiempo de 1990 a 2021.
Esta información se actualizara de forma bienal",2025-10-14T15:31:20.000Z,https://www.datos.gov.co/resource/6rff-a5ep.json
vt7g-beey,Escenarios de recreación y deporte de Yopal,Escenarios deportivos donde se puede realizar actividad física para la salud de los yopaleños,2025-12-19T22:58:15.000Z,https://www.datos.gov.co/resource/vt7g-beey.json
jprk-z59w,"Barrios, Veredas y Centros poblados de Aipe","Información Básica de los Barrios, Veredas y Centros Poblados del Municipio de Aipe",2024-09-03T15:47:24.000Z,https://www.datos.gov.co/resource/jprk-z59w.json
bff2-84yc,Uso de estaciones de carga pública de EPM para vehículos eléctricos (2019-2025),"Este conjunto de datos muestra la cantidad de recargas realizadas a vehículos eléctricos en las estaciones de carga pública de EPM, entre enero de 2019 y junio de 2025. La información está organizada por quincenas y presenta un total mensual para facilitar el seguimiento del uso de este servicio.

Estos datos permiten conocer cómo ha evolucionado el uso de la infraestructura de carga pública y aportan insumos valiosos para entender la adopción de la movilidad eléctrica.

Es importante tener en cuenta que en algunos meses pueden presentarse variaciones atípicas (altas o bajas) debido a ajustes operativos en los procesos de lectura y liquidación.",2025-12-19T22:41:08.000Z,https://www.datos.gov.co/resource/bff2-84yc.json
vjrf-mpjt,"CONSULTAS DE URGENCIAS POR MEDICINA GENERAL EN BETANIA, ANTIOQUIA","Datos de consultas de urgencias por medicina general realizadas desde el año 2013 en la ESE Hospital San Antonio del Municipio de Betania, Antioquia.",2025-12-19T22:41:33.000Z,https://www.datos.gov.co/resource/vjrf-mpjt.json
usdv-hgxz,Encuesta_Salud_Derechos_Sexuales-Y-Reproductivos,"Encuesta realizada sobre salud, derechos sexuales y reproductivos",2025-12-19T23:16:59.000Z,https://www.datos.gov.co/resource/usdv-hgxz.json
f6w7-v6vt,Funcionarios de carrera administrativa y provisional alcaldía Municipal de Guadalajara de Buga /  Administrative and provisional career officials of the Municipal Mayor of Guadalajara de Buga,Funcionarios de carrera administrativa y provisional que actualmente labora en las diferentes secretarias y oficinas de la administración municipal / Administrative and provisional career officials who currently work in the different secretaries and offices of the municipal administration.,2025-12-19T23:14:33.000Z,https://www.datos.gov.co/resource/f6w7-v6vt.json
njm3-eq2v,Indice de información clasificada y reservada Municipio de Envigado,Índice de información clasificada y reservada Municipio de Envigado,2025-12-19T23:29:53.000Z,https://www.datos.gov.co/resource/njm3-eq2v.json
mxji-j2q7,"AFILIADOS AL REGIMEN SUBSIDIADO EN LOS MUNICIPIOS DEL MAGDALENA POR E.P.S., EN LOS AÑOS 2018 - 2023","Personas afiliadas al régimen subsidiado de salud en los municipios del Departamento del Magdalena por EPS, durante los años 2018, 2019, 2020,  2021, 2022 y 202.",2025-12-19T22:52:55.000Z,https://www.datos.gov.co/resource/mxji-j2q7.json
6vhh-9fdq,BASE DATOS BENEFICIARIOS COLOMBIA MAYOR,Se encuentra la información básica de los adultos mayores beneficiarios del programa Colombia Mayor del Municipio de Sucre Cauca.,2025-12-19T22:57:43.000Z,https://www.datos.gov.co/resource/6vhh-9fdq.json
ubju-rcxz,LISTADO DE MATRICULADOS I.E. CAMPO DE LA CRUZ 2021,LISTADO DE ESTUDIANTES MATRICULADOS EN LA INSTITUCIÓN EDUCATIVA DE CAMPO DE LA CRUZ 2021,2025-12-19T23:28:52.000Z,https://www.datos.gov.co/resource/ubju-rcxz.json
y8ah-crhb,Registro de Activos de Información,"Registro de activos de Información, Instituto Nacional de Medicina Legal y Ciencias Forenses",2025-12-19T23:06:50.000Z,https://www.datos.gov.co/resource/y8ah-crhb.json
5m6a-4v7z,Proyectos registrados en el Banco de Programas y Proyectos de Inversión Municipal - BPPIM,Proyectos registrados por la alcaldía de Medio San Juan en el Banco de Programas y Proyectos de Inversión Municipal - BPPIM,2025-12-19T22:46:48.000Z,https://www.datos.gov.co/resource/5m6a-4v7z.json
jvqw-7uxi,Enero-2019,,2026-04-07T06:21:26.000Z,https://www.datos.gov.co/resource/jvqw-7uxi.json
y8r3-i67r,Población en condición de discapacidad,"Personas en condición de discapacidad por nombre de diagnóstico en salud y tipo de discapacidad, discriminado por área de residencia, género y edad.",2025-12-19T22:41:42.000Z,https://www.datos.gov.co/resource/y8r3-i67r.json
u3qu-swda,DNP-EjecucionProyectoDivipola,Mapa Inversiones. Ejecución financiera regionalizada de los proyectos de inversión pública en Colombia.,2026-04-07T17:56:42.000Z,https://www.datos.gov.co/resource/u3qu-swda.json
qty2-qpqu,Salud - Tasa de Mortalidad por Lesiones Enfermedades del sistema Circulatorio en el Departamento de Bolívar.,"En este Conjunto de Datos puede visualizar Tasa de Mortalidad por Lesiones Enfermedades del sistema Circulatorio en el Departamento de Bolívar por Municipios, a partir del año 2010 a 2024.
Numerador: Número de muertes por Enfermedades del sistema circulatorio. EEVV Estadísticas Vitales- Defunciones no fetales-DANE.
Denominador: Población Total. Proyecciones de poblaciones –DANE.
Forma de Cálculo: Numerador/Denominador*100.000.",2025-12-19T23:16:32.000Z,https://www.datos.gov.co/resource/qty2-qpqu.json
y4uz-dstw,Juntas de acción comunal de Cundinamarca,nombres de las juntas de accion comunal de  cundinamarca,2025-12-19T23:25:42.000Z,https://www.datos.gov.co/resource/y4uz-dstw.json
52mm-fccv,COBERTURA EDUCATIVA POBLACION CARACTERIZADA CON DISCAPACIDAD 2022,"UNIDAD DE GESTION DE COBERTURA EDUCATIVA (NOVEDADES DE MATRICULA) - POBLACION CARACTERIZADA CON DISCAPACIDAD I SEMESTRE, NEIVA - I.E OFICIALES",2025-12-19T23:29:57.000Z,https://www.datos.gov.co/resource/52mm-fccv.json
emyf-t88w,Capacidad instalada de las ESE del Departamento del Atlántico.,"Se relaciona la capacidad instalada en cada una de las Empresas Sociales del Estado que existen en el departamento del Atlántico, por cada una de sus sedes.",2025-12-19T22:47:22.000Z,https://www.datos.gov.co/resource/emyf-t88w.json
d6kx-6ayj,MEDICION DEL DESEMPEÑO MUNICIPAL DEPARTAMENTO DEL MAGDALENA 2016 - 2023,"La Medición de Desempeño Municipal – MDM tiene como objetivo medir y comparar el desempeño municipal entendido como la gestión de las Entidades Territoriales y la consecución de resultados de desarrollo (el aumento de la calidad de vida de la población), teniendo en cuenta las capacidades iniciales de los municipios, para incentivar la inversión orientada a resultados y como instrumento para el diseño de políticas dirigidas al fortalecimiento de capacidades y al cierre de brechas territoriales.",2025-12-19T23:14:13.000Z,https://www.datos.gov.co/resource/d6kx-6ayj.json
xpi4-vt35,Indicadores de Morbilidad 2019,Este documento contiene todos los motivos de consulta clasificados durante todo el 2019 en la E.S.E Hospital Nuestra Señora de la Candelaria del Municipio de Guarne - Antioquia; dicha clasificación esta separada por servicio/edad/genero y se basan en los codigos CID10,2025-12-19T22:40:49.000Z,https://www.datos.gov.co/resource/xpi4-vt35.json
8q5n-cfpc,Ejecución Presupuestal de la Secretaría de Vivienda y Hábitat del Departamento del Valle del Cauca,"Este conjunto de datos contiene información sobre la ejecución presupuestal de la Secretaría de Vivienda y Hábitat del Departamento del Valle del Cauca, abarcando varios periodos fiscales. Incluye detalles sobre el presupuesto inicial, apropiaciones, ejecuciones, pagos y obligaciones, proporcionando una visión completa del manejo de los recursos en diferentes años.",2025-12-19T22:53:17.000Z,https://www.datos.gov.co/resource/8q5n-cfpc.json
e2u2-swiw,SECOP II - Modificaciones a Procesos,Última fecha de Modificación para procesos que han sido objeto de cambio en su definición en los últimos 8 días,2025-12-19T23:16:59.000Z,https://www.datos.gov.co/resource/e2u2-swiw.json
7ffd-kpmz,"Registro estadístico de las peticiones, quejas, reclamos y sugerencias","Información estadística de las diferentes PQRS clasificadas en petición, queja, reclamo, sugerencia, felicitación a la Alcaldía de Pereira.",2025-12-19T23:05:38.000Z,https://www.datos.gov.co/resource/7ffd-kpmz.json
jkn7-rxnh,Hoteles - Santa Rosa de Cabal,Algunos de los lugares donde puedes ir a dormir en Santa Rosa de Cabal,2025-12-19T23:24:59.000Z,https://www.datos.gov.co/resource/jkn7-rxnh.json
6qqc-a5fd,Registro de Activos de Información - Santa Rosa de Cabal - Risaralda,Información en custodia de la Alcaldía Municipal de Santa Rosa de Cabal,2025-12-19T22:41:33.000Z,https://www.datos.gov.co/resource/6qqc-a5fd.json
siyj-ww42,TVEC - jemc,"Procesos de compra pública hechos a través de procesos de agregacion de la demanda en acuerdos marco, en la plataforma de Tienda Virtual del Estado Colombiano",2026-04-07T13:05:42.000Z,https://www.datos.gov.co/resource/siyj-ww42.json
nw5d-iaa6,Visualización sin título - Basado en Estadísticas Solicitudes Restitución Discriminadas Municipios,Número de solicitudes de inscripción al SRTDAF recibidas en la Unidad de Restitución de Tierras según municipio de ubicación del predio.,2026-03-04T17:28:50.000Z,https://www.datos.gov.co/resource/nw5d-iaa6.json
3t3f-dhmr,Información Histórica de estudiantes matriculados en  las Instituciones Educativas de Sabaneta,"Información histórica de alumnos y grupos matriculados por colegio o nivel académico. La I.E. Concejo de Sabaneta JMCB, del sector público, incluye los alumnos del sistema educativo CLEI

Conozca Estadísticas, Indicadores y Mapas de Sabaneta en el portal www.observatoriosabaneta.org",2025-12-19T23:30:24.000Z,https://www.datos.gov.co/resource/3t3f-dhmr.json
c7ez-q4fn,Asociaciones indígenas a Nivel Nacional 2020,Información de Asociaciones Indígenas a nivel Nacional corte Diciembre 31 de 2020.,2025-12-19T22:52:55.000Z,https://www.datos.gov.co/resource/c7ez-q4fn.json
5n52-6rih,Población Afiliada,"Datos de empresas, afiliados y personas a cargo en el Sistema del Subsidio Familiar
de Comfasucre",2025-12-19T23:05:29.000Z,https://www.datos.gov.co/resource/5n52-6rih.json
peh8-cck9,DIRECTORIO EMPRESARIAL TURÍSTICO DE IBAGUE- HOTELES,Guia empresarial de hoteles en ibague,2025-12-19T23:13:48.000Z,https://www.datos.gov.co/resource/peh8-cck9.json
eqj9-vdy3,Registros Activos de Información ESE Hospital Emiro Quintero Cañizares,Registros Activos de Información ESE Hospital Emiro Quintero Cañizares,2025-12-19T23:21:43.000Z,https://www.datos.gov.co/resource/eqj9-vdy3.json
eitk-f6hq,ESTADISTICAS HURTOS AÑO 2012-2022 CORTE MES MARZO,ESTADISTICAS HURTOS DE LA CIUDAD DE NEIVA- DIRECCION DE CONVIVIENCIA Y SEGURIDAD,2025-12-19T22:56:34.000Z,https://www.datos.gov.co/resource/eitk-f6hq.json
2vbe-6gas,CONSEJOS COMUNITARIOS DE MUJERES,"Este conjunto contiene la relación de integrantes de los Consejos Comunitarios de Mujeres en diferentes municipios del departamento de Risaralda, identificando su municipio, zona de residencia (rural o urbana), nombre y el sector o rol que representan (por ejemplo, mujeres indígenas, víctimas, mujeres rurales, clubes de salud, asociaciones, juntas de acción comunal, entre otros).",2025-12-19T22:57:26.000Z,https://www.datos.gov.co/resource/2vbe-6gas.json
ev8i-uzwt,IBR - Indicador Bancario de Referencia,"El indicador bancario de referencia (IBR) es una tasa de interés de referencia de corto plazo para el peso colombiano, que refleja el precio al que los agentes participantes en su esquema de formación (entidades bancarias) están dispuestos a ofrecer o a captar recursos en el mercado monetario (interbancario). En otras palabras, su objetivo es mostrar la liquidez del mercado monetario colombiano o, lo que es lo mismo, indicar el costo del dinero en pesos.",2026-02-09T19:56:59.000Z,https://www.datos.gov.co/resource/ev8i-uzwt.json
kirf-jjm6,Historia RNT Samacá,,2023-11-30T14:20:57.264Z,https://www.datos.gov.co/resource/kirf-jjm6.json
k8di-q44m,Grandes Generadores de Residuos- UAESP,,2022-05-19T13:01:25.406Z,https://www.datos.gov.co/resource/k8di-q44m.json
hy49-tgmy,CAPACIDAD INSTALADA,CAPACIDAD INSTALADA,2025-12-19T23:16:56.000Z,https://www.datos.gov.co/resource/hy49-tgmy.json
5f3a-r7ic,TOTAL ESTUDIANTES MATRICULADOS DE LA UNIVERSIDAD DEL VALLE,"Conjunto de datos que desagrega a nivel de sede, facultad y programa académico los estudiantes matriculados de pregrado y posgrado de la Universidad del Valle por semestre entre el periodo 2000 - 2022",2025-12-19T22:47:58.000Z,https://www.datos.gov.co/resource/5f3a-r7ic.json
fvnt-frpb,Parque Automotor Activo Inactivo,"La información de todos los vehículos publicos que en su momento se encontraban activos. La información que allí reposa va cambiando de acuerdo a las solicitudes que se generan por las empresas y/o propietarios, como cambios de servicios, desintegración física, etc. Es por esta razón que un vehículo hoy puede tener estado activo = 1 y puede que en cualquier momento cambie a estado inactivo = 0, ya que pudo pasar a una desintegración o cambio de servicio.",2025-12-19T22:56:53.000Z,https://www.datos.gov.co/resource/fvnt-frpb.json
4u2m-pguf,Resultados Saber TyT Genericas 2019-2,Resultados anonimizados de las pruebas genéricas de la prueba Saber TyT,2025-12-19T23:10:26.000Z,https://www.datos.gov.co/resource/4u2m-pguf.json
f9a8-8qu2,Casos Covid 19 en Antioquia,"ACCESO GLOBAL: https://infogram.com/panorama-general-1h7z2lgn3l9l4ow?live
∙Si usted está tratando de ingresar a la página desde una ubicación geográfica diferente a Colombia, debe solicitar el acceso al correo contactenos@ins.gov.co∙

ATENCIÓN:
Consulte el nuevo catálogo de variables que funcionará a partir del día 29 de octubre: http://url.ins.gov.co/dataset-covid-info

Datasets históricos: https://www.ins.gov.co/Paginas/Boletines-casos-COVID-19-Colombia.aspx

Cualquier actualización que se identifique, quedará registrada al día siguiente en la publicación. Consulte la fe de erratas y notas aclaratorias en: http://www.ins.gov.co/Noticias/Paginas/Coronavirus.aspx",2025-12-19T22:53:58.000Z,https://www.datos.gov.co/resource/f9a8-8qu2.json
usre-iqyv,Indice de Información Clasificada y Reservada - Banco Agrario de Colombia,Indice de Información Clasificada y Reservada - Banco Agrario de Colombia,2026-01-23T15:10:03.000Z,https://www.datos.gov.co/resource/usre-iqyv.json
5i8s-mjwr,Presupuesto general del Municipio de Fusagasugá 2020,"Presupuesto general del Municipio de Fusagasugá 2020, corte a 30 de junio de 2020",2025-12-19T23:15:23.000Z,https://www.datos.gov.co/resource/5i8s-mjwr.json
fqwq-ik2w,Parque Automotor Municipio de Envigado hasta 31-12-2018,Contiene el inventario de vehículos que registrados en el municipio de Envigado hasta diciembre de 2018 y que circulan diariamente en sus vías.,2025-12-19T23:31:42.000Z,https://www.datos.gov.co/resource/fqwq-ik2w.json
2md2-xdjh,23 Cartografía Nomenclatura Catastral en formato geoDataBase Municipio de Bucaramanga,Cartografía Nomenclatura Catastral en formato geoDataBase Municipio de Bucaramanga,2025-12-19T23:04:09.000Z,https://www.datos.gov.co/resource/2md2-xdjh.json
inq8-ndez,Tasas captación diarias,"La información contenida en este conjunto tiene como objetivo conocer y divulgar con
mayor oportunidad la estructura temporal de las tasas de interés pasivas en todos los
plazos de captación a través de CDT y de CDAT, así como el volumen total captado por
red de oficinas y por tesorería, la tasa interbancaria para operaciones pasivas y activas, la
tasa de las operaciones repos pasivas y activas, desarrolladas por las entidades vigiladas
a quienes su régimen legal no les prohíba la realización de estas operaciones.",2026-04-07T14:18:34.000Z,https://www.datos.gov.co/resource/inq8-ndez.json
ugc7-3kca,INFORMACIÓN RESERVADA Y CLASIFICADA LA UNIÓN,"El Índice de Información Clasificada y Reservada es el inventario de la información pública generada, obtenida, adquirida o controlada por el sujeto obligado, en calidad de tal, que ha sido calificada como clasificada o reservada.",2025-12-19T23:06:28.000Z,https://www.datos.gov.co/resource/ugc7-3kca.json
qf8d-j52e,Estudiantes admitidos,Estudiantes admitidos durante los periodos 2018 y 2019,2025-12-19T22:58:23.000Z,https://www.datos.gov.co/resource/qf8d-j52e.json
hi7j-xsm7,Activos de la Información de Maicao la Guajira,Activos de la Información de Maicao la Guajira,2025-12-19T23:11:22.000Z,https://www.datos.gov.co/resource/hi7j-xsm7.json
fmd2-kgwe,Comunidades indígenas a nivel Nacional que no están asentadas dentro de los resguardos indígenas 2020,Información de Comunidades Indígenas fecha de corte a Diciembre 31 de 2020.,2025-12-19T23:24:59.000Z,https://www.datos.gov.co/resource/fmd2-kgwe.json
8ekf-bmq4,23 Cartografía Urbana Catastral en formato geoDataBase Municipio de Piedecuesta,"Cartografía Urbana Catastral en formato geoDataBase Municipio de Piedecuesta, Gestión Catastral",2025-12-19T22:47:58.000Z,https://www.datos.gov.co/resource/8ekf-bmq4.json
grrr-3pbr,Tasa de mortalidad por IRA (Infección Respiratoria Aguda) en menores de 5 años en el Departamento de Bolívar.,"En este Conjunto de Datos puede visualizar la Tasa de mortalidad por IRA (Infección Respiratoria Aguda) en Menores de 5 Años, de 2010 a 2024 en el Departamento de Bolívar, Por Municipios. Fuente Númerador: Estadísticas Vitales - Defunciones No Fetales – DANE “Número de menores de 5 años fallecidos con diagnóstico de IRA”. Fuente Denominador: Proyección de Poblaciones – DANE “Población menor de 5 años” .  Forma de Calculo: Numerador/denominador*100.000.",2025-12-19T23:19:53.000Z,https://www.datos.gov.co/resource/grrr-3pbr.json
4hbt-b7d6,Superficie sembrada de hortalizas en el Valle del Cauca,Este conjunto de datos contiene información detallada sobre la superficie de terreno dedicada a la siembra de diferentes tipos de hortalizas en el Valle del Cauca.,2025-12-19T23:25:05.000Z,https://www.datos.gov.co/resource/4hbt-b7d6.json
58yq-ak5i,"Listado de instituciones de educación oficiales y no oficiales,  del Municipio de La Dorada","El presente conjunto de datos contiene información básica de las instituciones educativas oficiales, no oficiales, sedes universitarias y de educación para el Trabajo y Desarrollo Humano, ubicadas en el área Urbana y Rural del municipio de La Dorada.",2025-12-19T23:30:18.000Z,https://www.datos.gov.co/resource/58yq-ak5i.json
ct3k-bssu,MINISTERIO DE DEFENSA NACIONAL POLICÍA NACIONAL AMENAZAS PERÍODO DEL 01 DE ENERO  AL 31 DE DICIEMBRE AÑO 2019.,"CONTIENE LA ESTADÍSTICA QUE TIENE EL MINISTERIO DE DEFENSA NACIONAL POLICÍA NACIONAL, DIRECCIÓN DE INVESTIGACIÓN CRIMINAL E INTERPOL, AMENAZAS PERÍODO DEL 01 DE ENERO  AL 31 DE DICIEMBRE AÑO 2019.",2025-12-19T23:30:18.000Z,https://www.datos.gov.co/resource/ct3k-bssu.json
99p4-gxrx,Consolidado de proyectos de ENTERRITORIO,Consolidado de información general sobre proyectos vigentes a cargo de la Empresa Nacional Promotora del Desarrollo Territorial - ENTerritorio,2025-12-19T22:59:21.000Z,https://www.datos.gov.co/resource/99p4-gxrx.json
ejpq-e228,Registro histórico de matrículas por tipo de vehículo en Sabaneta,"Presenta la información histórica de matrículas por tipo de vehículo, para el municipio de Sabaneta

Conozca estadísticas, indicadores y mapas sobre Sabaneta en el portal www.observatoriosabaneta.org",2025-12-19T22:52:34.000Z,https://www.datos.gov.co/resource/ejpq-e228.json
e5yn-j87n,Áreas protegidas Corantioquia,"Las Áreas Protegidas, se definen como zonas que por poseer caracterí­sticas particulares de flora, fauna, belleza paisají­stica o patrimonio histórico-cultural deben ser preservadas, conservadas y manejadas para que las disfruten las generaciones presentes y futuras de nuestra región. Su delimitación, declaración y manejo debe estar fundamentada en estudios ecológicos, sociales, económicos, culturales y arqueológicos.",2026-03-26T16:42:26.000Z,https://www.datos.gov.co/resource/e5yn-j87n.json
jv22-hrma,CARACTERÍSTICAS ECONÓMICAS DE POBLACIÓN CENTROS POBLADOS,Conjunto de datos que refleja la información de la población que habita en los centros poblados del municipio de San Sebastián de Mariquita - Tolima.,2025-12-19T23:29:31.000Z,https://www.datos.gov.co/resource/jv22-hrma.json
22pc-hqbj,Áreas Protegidas: Humedal,Áreas Protegidas Departamento Huila: Humedal.,2025-12-19T23:25:13.000Z,https://www.datos.gov.co/resource/22pc-hqbj.json
suiq-2nf3,"PQRSDF escritas, en término y fuera de término","Base de Datos de las PQRSDF por el canal escrito: Formulario Web, Correo y ventanilla única y su ciclo de vida en termino y fuera de termino de las peticiones presentadas por los ciudadanos que se comunican con la Jurisdicción Especial para la Paz.",2026-02-10T20:41:08.000Z,https://www.datos.gov.co/resource/suiq-2nf3.json
takn-ph3n,escuelas,"Contiene los datos básicos de cada sede educativa de preescolar, básica y media a nivel nacional del nivel oficial y privado.",2025-12-19T22:59:08.000Z,https://www.datos.gov.co/resource/takn-ph3n.json
yrdn-u96i,Solicitudes de restitución NdeS,Número de solicitudes de inscripción al SRTDAF recibidas en la Unidad de Restitución de Tierras según municipio de ubicación del predio.,2026-03-04T17:28:50.000Z,https://www.datos.gov.co/resource/yrdn-u96i.json
cnky-u6zn,MORBILIDAD POR DIARREA Y GASTROENTERITIS,Casos por diarrea y gastroenteritis en la ciudad de Pereira.,2025-12-19T23:15:15.000Z,https://www.datos.gov.co/resource/cnky-u6zn.json
emsg-94di,Zonificación de aptitud para el cultivo comercial de fresa (Fragaria x ananassa D.) en Colombia.,"El mapa de zonificación de aptitud para el cultivo comercial de fresa (Fragaria x ananassa D.) en Colombia, a escala 1:100.000, es el producto resultante de la aplicación de la metodología de zonificación de aptitud para cultivos comerciales, descrita en el documento: ""Zonificación de aptitud para el cultivo comercial de fresa en Colombia, a escala 1:100.000”. Escala 1:100.000. Diciembre 2019.

Categorías:
Aptitud Alta: Zonas con las mejores condiciones desde el punto de vista físico, socioecosistémico y socioeconómico.
Aptitud Media: Zonas con limitaciones moderadas de tipo físico, socioecosistémico y/o socioeconómico.
Aptitud Baja: Zonas con fuertes limitaciones de tipo físico, socioecosistémico y/o socioeconómico, las cuales podrían adecuarse con grandes inversiones y/o el desarrollo de nuevas tecnologías.
No Apta: Zonas con restricciones físicas y socioecosistémicas que imposibilitan el desarrollo de la actividad.
Exclusión legal: Zonas en las cuales, por mandato legal, no se permite el desarrollo de la producción de fresa (Fragaria x ananassa D.), con fines comerciales.",2025-12-19T22:40:32.000Z,https://www.datos.gov.co/resource/emsg-94di.json
ez63-tmpd,tabla,"Relacióna la información de las estaciones hidrometeorologicas de propiedad del IDEAM: Nombre de la estación, codigo, tipo, clase y categoría, localización y otros.",2026-04-07T09:00:36.000Z,https://www.datos.gov.co/resource/ez63-tmpd.json
t4ks-awg9,Propiedades Horizontales Municipio de Fusagasugá,Información de las propiedades horizontales del Municipio de Fusagasugá reportadas en la Dirección de Seguridad y Convivencia Ciudadana,2025-12-19T23:14:11.000Z,https://www.datos.gov.co/resource/t4ks-awg9.json
